first_name,last_name,email,phone,age,city,registration_date,customer_segment,credit_score,total_spent,customer_id
Cassandra,Ross,wballard@example.org,407.231.8144x210,31.0,Tlemcen,2025-01-25,Standard,569.0,7344.879999999999,CUST_04325
Teresa,Mccoy,tkennedy@example.org,(719)535-3858x2406,41.0,Biskra,2025-01-21,Standard,672.0,9864.09,CUST_04326
Evelyn,Cook,lisaking@example.org,001-547-802-1770x253,51.0,Tlemcen,2024-05-10,Basic,688.0,6039.7,CUST_04327
Shannon,Garcia,harpersarah@example.net,(708)396-9582,56.0,Sidi Bel Abbès,2024-12-22,Standard,601.0,14673.68,CUST_04328
Christy,Adams,tracey25@example.org,001-346-505-8119x5236,35.0,SIDI BEL ABBÈS,2025-02-16,Basic,850.0,14846.62,CUST_04329
Leslie,Evans,michael91@example.org,(636)785-8643x311,39.0,Tlemcen,2025-09-05,Basic,737.0,4985.07,CUST_04330
Barbara,Thomas,wangcrystal@example.com,208.639.5406x3516,28.0,Oran,2024-10-09,Standard,741.0,2376.16,CUST_04331
Johnathan,Diaz,sheryl30@example.net,386.406.5512,27.0,Oran,2025-09-23,Standard,536.0,2498.53,CUST_04332
Allison,Brown,psullivan@example.net,001-504-590-7824,52.0,Sétif,2025-10-07,Standard,566.0,22299.11,CUST_04333
David,Powell,mchristian@example.org,(258)836-6824,20.0,Annaba,2025-01-29,Basic,824.0,5474.49,CUST_04334
Crystal,Wilcox,eoconnell@example.org,849.653.8767x9897,36.0,Blida,2023-06-26,Premium,532.0,3849.8,CUST_04335
Christopher,Martin,missing,+1-400-679-3762,33.0,Oran,2023-10-14,Standard,709.0,7228.04,CUST_04336
Colleen,Williamson,simonkimberly@example.org,907-485-3733x50206,34.0,Annaba,2024-11-15,Standard,727.0,17187.7,CUST_04337
Kimberly,Hardin,scottcarla@example.com,missing,20.0,Biskra,2023-01-21,Premium,696.0,5206.93,CUST_04338
Eric,Adams,victoria76@example.net,2244912469,37.0,Batna,2024-08-31,Standard,664.0,1706.16,CUST_04339
Patrick,Nichols,asimmons@example.org,548.590.9013x0287,49.0,Constantine,2024-10-20,Standard,527.0,7390.44,CUST_04340
Lauren,Carson,fpadilla@example.com,(970)731-2869x13214,35.0,Constantine,2025-11-08,Standard,703.0,8617.69,CUST_04341
Hunter,Hunt,jennifersimmons@example.org,(921)270-5075,49.0,Blida,2024-04-24,Standard,428.0,16792.11,CUST_04342
Anne,Suarez,caleb64@example.org,+1-887-897-0532,29.0,Sétif,2024-04-04,Standard,525.0,9832.04,CUST_04343
Bruce,Perry,ivazquez@example.org,001-747-462-2214x711,50.0,Sétif,2025-03-24,Basic,673.0,305.1,CUST_04344
Michael,Harris,croth@example.org,+1-454-947-5568x254,23.0,Sidi Bel Abbès,2025-06-20,Standard,696.0,15720.75,CUST_04345
David,Coffey,debra16@example.net,+1-277-500-1848x45648,41.0,Batna,2024-01-28,Basic,633.0,2784.73,CUST_04346
Joanna,Wilson,missing,934.522.2538x6181,49.0,Oran,2023-08-14,Premium,537.0,8547.189999999999,CUST_04347
Jeremy,Harvey,chandlerbrendan@example.com,918.536.9124x89713,35.0,Biskra,2024-06-29,Basic,627.0,3364.35,CUST_04348
Tracy,Hernandez,avilakristi@example.org,232-340-5049x1138,37.0,Biskra,2023-02-06,Basic,712.0,4160.31,CUST_04349
Tonya,Huber,pmaldonado@example.org,317-242-2654x885,52.0,Oran,2022-11-13,Standard,591.0,11215.32,CUST_04350
David,Walton,nortonelizabeth@example.com,4789142663,32.0,Batna,2024-07-25,Standard,629.0,5193.31,CUST_04351
Pamela,Baker,rflores@example.org,859-678-7996x32386,25.0,Constantine,2024-07-29,Premium,774.0,15228.42,CUST_04352
Stephen,Humphrey,shirleyramirez@example.org,001-275-439-6775x3621,22.0,Sidi Bel Abbès,2023-07-19,Basic,613.0,14896.97,CUST_04353
Matthew,Fitzgerald,alexanderheather@example.org,(247)456-7077,36.0,Oran,2023-08-26,Standard,648.0,8145.54,CUST_04354
Rebecca,Green,melissa01@example.net,782-934-7993x184,30.0,Batna,2023-09-17,Standard,575.0,11466.23,CUST_04355
Christopher,Brown,missing,(876)506-9687x9928,36.0,Algiers,2024-06-19,Premium,565.0,9275.37,CUST_04356
Marc,Calderon,deborahmcguire@example.org,2546316704,25.0,Tlemcen,2023-04-17,Basic,588.0,7634.43,CUST_04357
Michelle,King,bkirk@example.net,(506)240-6462x78866,32.0,Algiers,2023-06-23,Standard,726.0,1959.11,CUST_04358
Dale,Farrell,srichardson@example.com,907.776.7758x31312,41.0,Batna,2023-04-27,Standard,758.0,9464.58,CUST_04359
Ronald,Baker,briannawagner@example.net,001-761-613-9554x340,19.0,Oran,2024-01-26,Standard,730.0,2665.47,CUST_04360
Victoria,Lopez,jennifer08@example.org,001-778-369-7728x87360,50.0,Oran,2022-11-14,Standard,514.0,4166.549999999999,CUST_04361
James,Haas,anna39@example.net,825-580-0096x31800,45.0,Annaba,2025-01-19,Basic,653.0,359.8,CUST_04362
sandra,Price,christine73@example.com,7109380061,28.0,Annaba,2022-11-19,Basic,616.0,20768.23,CUST_04363
Carrie,Petersen,monica89@example.org,748.722.2471,49.0,Oran,2023-10-27,Premium,621.0,13911.14,CUST_04364
Matthew,Chen,justin95@example.net,871.319.6902x13868,18.0,Oran,2025-10-09,Basic,805.0,22241.93,CUST_04365
Jenny,Dominguez,annettesharp@example.com,001-952-671-2904x24082,62.0,Sétif,2023-03-07,Premium,691.0,19657.98,CUST_04366
Allison,Coleman,kenneth37@example.org,3905090629,18.0,Tlemcen,2023-01-02,Standard,639.0,0.0,CUST_04367
Cory,Brewer,rebecca06@example.org,314.876.7300,18.0,Blida,2025-09-04,Standard,761.0,13942.46,CUST_04368
Charles,Jensen,edwardsheather@example.org,6897674631,18.0,Constantine,2025-04-26,Standard,788.0,3849.61,CUST_04369
Hannah,Barber,vanessalawson@example.org,(816)454-3844x12632,27.0,Annaba,2024-04-19,Premium,666.0,4455.25,CUST_04370
Tara,Garner,missing,(963)653-5227,39.0,Biskra,2025-06-10,Premium,565.0,12549.25,CUST_04371
Todd,Foster,hokayla@example.net,001-865-645-9254x49517,43.0,Constantine,2025-09-07,Standard,613.0,4829.51,CUST_04372
Karen,Allen,qallen@example.net,+1-476-910-0594,34.0,Algiers,2025-02-26,Premium,671.0,759.6500000000001,CUST_04373
Carla,Williams,missing,001-897-628-5802x0820,47.0,Sétif,2025-08-23,Standard,648.0,941.44,CUST_04374
Sarah,Maynard,robertward@example.net,(801)858-0439x39881,18.0,SIDI BEL ABBÈS,2023-11-12,Premium,685.0,3420.33,CUST_04375
Adam,Evans,cynthia30@example.com,220.778.0282x7398,32.0,Annaba,2024-04-20,Premium,572.0,4729.23,CUST_04376
Kyle,Marquez,bhanson@example.com,001-251-705-8378x49860,30.0,Blida,2023-04-14,Standard,516.0,12005.18,CUST_04377
Charles,Palmer,shaffermichael@example.org,378.684.3995x0918,53.0,Tlemcen,2025-01-21,Premium,638.0,7285.82,CUST_04378
Kelsey,Rice,markwilliams@example.org,(952)387-9059x73077,41.0,Algiers,2024-06-17,Premium,597.0,1919.47,CUST_04379
Andrea,Sanchez,samuel41@example.org,5314699621,41.0,Annaba,2024-06-16,Standard,466.0,10314.16,CUST_04380
david,Ward,teresa43@example.org,+1-542-692-8406x453,35.0,Batna,2023-05-08,Standard,699.0,10532.11,CUST_04381
Kent,Ramsey,daniel73@example.com,718.382.8533x231,37.0,Constantine,2023-02-27,Standard,711.0,1663.47,CUST_04382
Heather,Adams,mweaver@example.com,2878467409,38.0,Oran,2025-11-03,Premium,710.0,9859.24,CUST_04383
Jay,Cameron,plowe@example.org,2824321115,19.0,BLIDA,2024-11-27,Basic,566.0,4213.51,CUST_04384
Molly,Barnes,reidkenneth@example.com,655.757.8841,49.0,Sidi Bel Abbès,2023-09-21,Standard,641.0,4989.67,CUST_04385
John,Cooper,price@example.com,567.516.3447x7987,56.0,Oran,2025-03-03,Premium,531.0,17845.62,CUST_04386
Christopher,Alexander,tara53@example.org,+1-545-837-0747x1314,46.0,Tlemcen,2023-04-26,Standard,584.0,12478.6,CUST_04387
robert,Bradley,aliciacarrillo@example.net,+1-979-630-7504x75709,32.0,Oran,2023-08-26,Standard,617.0,15085.91,CUST_04388
David,Parker,anthony15@example.net,(893)618-5719x751,56.0,Blida,2025-03-25,Standard,789.0,6941.089999999999,CUST_04389
Sergio,Nguyen,jessica39@example.com,001-662-310-8974x85420,35.0,Annaba,2025-08-30,Basic,796.0,8288.3,CUST_04390
Ashley,Mclean,daniel90@example.com,471.586.7308x5626,26.0,Tlemcen,2024-10-12,Premium,633.0,5182.35,CUST_04391
Joseph,Harding,allenjustin@example.org,374-497-1364,33.0,Batna,2025-10-22,Premium,673.0,21056.16,CUST_04392
Peggy,Blackwell,david95@example.org,916.548.7739x78651,18.0,Biskra,2024-10-18,Standard,669.0,31975.83,CUST_04393
Sarah,Rowe,michaelbecker@example.com,+1-970-946-5717x37715,39.0,Constantine,2024-07-28,Standard,582.0,8303.37,CUST_04394
Jesse,Myers,austinandre@example.org,929.263.5532x58788,29.0,Constantine,2023-04-07,Standard,412.0,797.02,CUST_04395
Donald,Schultz,lauren64@example.org,001-961-666-9459x4830,64.0,Oran,2023-07-06,Standard,434.0,15953.850000000002,CUST_04396
Brenda,Wilson,gloria42@example.org,397.543.4762x96117,42.0,Tlemcen,2024-01-14,Basic,648.0,14123.28,CUST_04397
Rita,Lee,carlospatterson@example.org,001-224-716-5673x868,41.0,Sétif,2023-01-23,Standard,665.0,294.69,CUST_04398
Stephanie,Martin,vjennings@example.com,(369)423-3833,35.0,Blida,2025-06-05,Standard,636.0,22518.76,CUST_04399
Jessica,Petty,umeza@example.org,798.389.0084x384,35.0,Batna,2024-12-05,Standard,746.0,6598.650000000001,CUST_04400
Nicholas,Weiss,clarkdavid@example.net,224-595-4329,41.0,Constantine,2023-11-13,Standard,763.0,2218.15,CUST_04401
Robert,Collins,mckenziecaldwell@example.com,558-695-2778,30.0,Algiers,2025-05-23,Standard,578.0,16843.79,CUST_04402
Melissa,Ortiz,sbell@example.com,+1-838-828-2326x6808,29.0,Annaba,2024-12-09,Standard,850.0,6063.3,CUST_04403
Michael,Davidson,carsonscott@example.com,866-920-3566x0944,49.0,Biskra,2024-08-10,Basic,701.0,0.0,CUST_04404
lauren,Williams,sharon79@example.com,(362)857-8976,38.0,Biskra,2023-04-21,Standard,788.0,1069.99,CUST_04405
Richard,Salazar,missing,+1-410-387-1768,30.0,Batna,2024-01-19,Standard,513.0,2314.0,CUST_04406
Megan,Hunt,kpierce@example.org,(834)471-4113x63177,50.0,Sétif,2022-11-17,Basic,758.0,6900.56,CUST_04407
Sandra,Hall,jbrandt@example.com,270-887-0145,33.0,Batna,2024-07-15,Premium,850.0,10479.47,CUST_04408
Adam,Foster,maria75@example.com,326-266-6415x57099,41.0,Sidi Bel Abbès,2025-05-04,Standard,577.0,17632.15,CUST_04409
Ann,Ramirez,murraysarah@example.org,681.780.4009x56394,46.0,Annaba,2023-04-25,Standard,750.0,799.74,CUST_04410
Eric,Miller,missing,851-566-1759,55.0,Oran,2024-11-04,Basic,616.0,9885.88,CUST_04411
Robert,Hill,gcortez@example.net,+1-776-340-3932x727,31.0,Blida,2025-01-09,Standard,719.0,20928.58,CUST_04412
Dwayne,Mathis,missing,696.455.2086x20766,27.0,Oran,2024-03-14,Standard,746.0,14352.54,CUST_04413
Alexander,Williams,missing,(821)480-8163x6020,18.0,Biskra,2024-02-18,Premium,543.0,9472.15,CUST_04414
Elizabeth,Patterson,madison09@example.net,missing,18.0,Algiers,2023-10-15,Standard,656.0,8272.31,CUST_04415
Valerie,Chavez,missing,441-708-8265,37.0,Sidi Bel Abbès,2023-12-09,Standard,533.0,18583.23,CUST_04416
Rebekah,Henderson,wallaceemily@example.org,001-644-280-4873,43.0,Batna,2025-05-22,Standard,645.0,4362.79,CUST_04417
Natalie,Good,hgilbert@example.com,253.494.6343x152,51.0,Batna,2025-06-16,Basic,593.0,12666.69,CUST_04418
William,May,teresalawrence@example.org,316-228-1672x79664,50.0,Algiers,2023-01-30,Basic,839.0,9170.64,CUST_04419
William,Zimmerman,sarah20@example.net,931.908.3708x9053,29.0,Tlemcen,2025-09-25,Basic,850.0,2094.81,CUST_04420
Jade,Flores,bishoprandall@example.com,(984)945-4064,28.0,SÉTIF,2024-06-27,Standard,686.0,3556.12,CUST_04421
Theodore,Lawrence,lewisjessica@example.net,548.719.5000x15969,46.0,Blida,2023-02-10,Standard,634.0,8033.15,CUST_04422
William,Clark,eatonangela@example.net,+1-836-659-5523x662,48.0,Annaba,2024-03-17,Standard,500.0,27442.42,CUST_04423
Holly,Bradford,carneystephanie@example.com,001-489-393-7038x726,50.0,Sidi Bel Abbès,2024-05-17,Basic,474.0,7068.160000000001,CUST_04424
Sarah,Jacobs,emilynewton@example.com,887-294-7693x2572,26.0,Blida,2025-07-21,Standard,534.0,6224.459999999999,CUST_04425
Kimberly,Calderon,michaelhernandez@example.net,(280)439-0988,26.0,Batna,2024-10-19,Basic,816.0,13457.98,CUST_04426
Sabrina,Thomas,missing,424-849-7787,29.0,BISKRA,2023-12-09,Standard,699.0,7115.16,CUST_04427
Leslie,Vincent,doughertyhaley@example.net,430-444-3424x645,39.0,Algiers,2023-07-19,Basic,647.0,2864.47,CUST_04428
Keith,Williams,rebecca33@example.org,+1-785-543-7826x2594,45.0,Biskra,2025-03-12,Standard,624.0,6567.87,CUST_04429
Courtney,Bender,christophermunoz@example.com,001-395-376-7602x440,19.0,Blida,2023-06-12,Premium,645.0,4854.47,CUST_04430
Katherine,Stewart,alicia03@example.com,(317)788-7844,25.0,Algiers,2023-12-18,Standard,769.0,7826.099999999999,CUST_04431
Angela,Malone,dpugh@example.com,485-529-8675x542,18.0,Tlemcen,2023-05-17,Basic,721.0,7088.2,CUST_04432
Tony,Lopez,norrischristopher@example.org,855.425.8939x4259,30.0,Annaba,2025-09-15,Standard,612.0,7818.360000000001,CUST_04433
Kelly,Lam,craigmariah@example.org,939-651-1673,24.0,TLEMCEN,2024-05-08,Standard,575.0,11088.8,CUST_04434
Morgan,Thompson,bradleydavis@example.com,001-942-638-9934x75843,33.0,Algiers,2023-03-29,Standard,677.0,7380.32,CUST_04435
Tony,Osborne,jamesdavid@example.net,7927275158,30.0,Constantine,2025-06-13,Standard,673.0,13763.84,CUST_04436
Jeffery,Green,dominguezevan@example.com,001-863-671-0999,41.0,Oran,2023-05-14,Standard,613.0,3864.9,CUST_04437
Brenda,Diaz,carlsonbryan@example.org,001-929-419-7426x94111,67.0,Annaba,2025-04-19,Standard,509.0,5000.04,CUST_04438
Diana,Myers,abigailbradley@example.org,517.818.7180,44.0,Annaba,2025-04-13,Standard,571.0,8476.710000000001,CUST_04439
Jeffrey,Baker,missing,828.271.7185,18.0,Sétif,2025-09-03,Standard,536.0,8923.15,CUST_04440
Thomas,Hill,diazshelley@example.org,(501)307-3558,47.0,Algiers,2024-03-04,Basic,799.0,13945.17,CUST_04441
Nicole,Martin,gutierrezbrittany@example.org,596-336-5088x290,32.0,Oran,2024-07-07,Standard,604.0,17423.04,CUST_04442
Albert,Pratt,carpenterdaniel@example.com,(365)208-5624x5553,39.0,Tlemcen,2022-12-21,Basic,609.0,4517.0,CUST_04443
Eric,Compton,randy85@example.org,379.672.7545,29.0,Annaba,2022-11-18,Standard,772.0,5571.91,CUST_04444
Tonya,Lee,michael99@example.org,846.262.1678x5557,46.0,Batna,2024-05-17,Premium,687.0,16637.600000000002,CUST_04445
Angela,Mendez,mhughes@example.org,(696)740-8218,42.0,Biskra,2025-03-01,Standard,672.0,20582.74,CUST_04446
Diana,Powell,carla96@example.org,488-571-8798,28.0,Batna,2023-03-15,Basic,430.0,7695.700000000001,CUST_04447
Samuel,Le,william05@example.net,4554814791,28.0,Batna,2023-03-17,Basic,708.0,3262.3,CUST_04448
Thomas,Robinson,missing,+1-284-690-2891,49.0,Oran,2025-01-15,Basic,597.0,8292.09,CUST_04449
Daniel,Saunders,georgechelsea@example.net,(693)262-5840,18.0,Tlemcen,2023-06-22,Standard,733.0,9819.11,CUST_04450
John,Gonzales,patrickpeters@example.net,7828872388,54.0,Batna,2024-01-28,Standard,649.0,10010.83,CUST_04451
Micheal,Lowe,dbrady@example.org,001-363-869-5800x048,37.0,Biskra,2025-05-30,Standard,581.0,20872.39,CUST_04452
Andrea,Graves,casemichael@example.net,916-539-9319,34.0,Annaba,2023-01-03,Standard,653.0,33896.98,CUST_04453
Donna,Bates,phicks@example.net,277.504.2519x9529,31.0,Algiers,2024-02-12,Standard,434.0,4124.83,CUST_04454
Catherine,Diaz,heidi97@example.com,+1-714-651-8736x5158,39.0,Annaba,2023-09-27,Standard,558.0,54892.2,CUST_04455
Brandy,Smith,sancheznatalie@example.org,2244633832,40.0,Biskra,2024-10-01,Standard,720.0,7163.82,CUST_04456
Evelyn,Morris,david73@example.com,878-445-8758,40.0,BISKRA,2023-11-06,Standard,754.0,7711.38,CUST_04457
Tammy,Lee,floydrobert@example.com,+1-996-610-5360,33.0,Annaba,2025-08-05,Basic,725.0,2168.2,CUST_04458
Becky,Silva,williamsontanner@example.org,833-415-9998x8704,26.0,Biskra,2023-01-24,Standard,742.0,8890.1,CUST_04459
Carrie,Rubio,vwagner@example.net,001-330-511-6064x166,18.0,Batna,2025-01-16,Standard,623.0,14844.170000000002,CUST_04460
Tamara,Burns,zmcconnell@example.org,897-292-1831,25.0,Biskra,2024-06-22,Standard,726.0,24402.07,CUST_04461
Kevin,Lamb,christopher78@example.com,985.784.7726,19.0,Algiers,2023-07-07,Standard,521.0,77.01,CUST_04462
Sarah,Nielsen,missing,657-459-7488x76970,61.0,Constantine,2025-04-13,Standard,619.0,3394.4700000000003,CUST_04463
Ethan,Ramirez,elizabeth90@example.org,001-937-702-4024x187,31.0,Tlemcen,2025-08-26,Basic,722.0,5513.75,CUST_04464
Edwin,Johns,bgrant@example.com,001-714-391-6968x01598,25.0,Algiers,2025-10-06,Standard,799.0,34422.04,CUST_04465
Cynthia,Ferguson,veronica25@example.net,(464)305-1795,43.0,Tlemcen,2023-03-02,Standard,648.0,11260.09,CUST_04466
Thomas,Riley,missing,(809)875-9177,37.0,Blida,2025-08-07,Standard,569.0,6456.71,CUST_04467
Benjamin,Wallace,clarkgary@example.org,785-972-8285x97121,57.0,Biskra,2023-12-03,Premium,614.0,259.3,CUST_04468
Brent,Torres,sdunn@example.net,+1-475-309-4216,31.0,Sidi Bel Abbès,2024-04-12,Standard,732.0,23310.77,CUST_04469
Paul,Underwood,ehenry@example.com,+1-630-706-1778x944,28.0,Oran,2024-11-07,Standard,671.0,2178.1400000000003,CUST_04470
Martha,Olson,robinsonjames@example.net,001-287-333-9115x843,38.0,ANNABA,2025-08-02,Standard,620.0,4665.58,CUST_04471
John,Andersen,lhobbs@example.org,649.293.5241x4398,26.0,Oran,2022-12-08,Basic,726.0,3806.5,CUST_04472
Sara,Hansen,hayesjoseph@example.net,8194276378,29.0,Biskra,2025-02-18,Standard,639.0,3937.51,CUST_04473
Tina,Chang,reidcourtney@example.com,(341)645-2999,44.0,Annaba,2025-10-06,Standard,729.0,12197.12,CUST_04474
Adrian,Brown,missing,+1-369-884-7595,55.0,Batna,2025-04-08,Basic,669.0,18490.74,CUST_04475
Nicholas,King,kelseynelson@example.com,9606053258,20.0,Biskra,2025-04-02,Standard,595.0,7016.25,CUST_04476
Teresa,Snyder,charlesbutler@example.net,235.577.3978x34127,27.0,Blida,2023-12-04,Basic,681.0,13340.02,CUST_04477
Melissa,Smith,garciastephanie@example.com,001-929-465-7387x3341,32.0,ALGIERS,2023-12-04,Premium,622.0,3296.37,CUST_04478
Jonathan,Mcmahon,idiaz@example.com,(466)827-1312x4013,47.0,Batna,2023-08-07,Premium,622.0,27869.6,CUST_04479
Joe,Mcfarland,dferguson@example.org,852.933.5549x920,31.0,Batna,2022-12-20,Basic,758.0,3302.26,CUST_04480
catherine,Gonzalez,kevin65@example.net,001-715-832-7639,42.0,Biskra,2023-12-01,Premium,621.0,1704.07,CUST_04481
Chris,Curtis,timothybrown@example.net,555.713.1384x36611,55.0,Biskra,2025-06-20,Standard,641.0,19042.800000000003,CUST_04482
Katherine,Mccoy,michael75@example.org,(297)359-9890,35.0,Oran,2023-01-31,Standard,730.0,1944.56,CUST_04483
Curtis,Cook,coxamber@example.net,001-330-282-1079,29.0,Biskra,2025-08-22,Basic,741.0,8943.92,CUST_04484
Tonya,Snyder,castrovincent@example.com,(834)573-7283x00930,57.0,Annaba,2024-07-15,Basic,584.0,7962.36,CUST_04485
Regina,Garcia,mooredwayne@example.com,+1-521-478-2771x05018,56.0,Batna,2024-12-25,Premium,643.0,3208.8900000000003,CUST_04486
Christopher,Miller,tararomero@example.org,+1-233-346-2264x240,53.0,Sidi Bel Abbès,2023-09-13,Basic,850.0,10913.78,CUST_04487
Gary,Williamson,hannah73@example.net,233.767.0762,25.0,Sétif,2022-12-02,Standard,705.0,11833.29,CUST_04488
Derrick,Fuentes,alec47@example.com,001-910-302-7578x98687,25.0,Oran,2024-03-01,Standard,645.0,586.84,CUST_04489
Christine,Martinez,laura83@example.net,996.465.3676x30728,40.0,Sidi Bel Abbès,2025-02-18,Standard,508.0,26237.31,CUST_04490
Michael,Gibson,danielhorne@example.org,+1-691-831-3386x07927,61.0,Constantine,2023-05-05,Standard,427.0,6365.65,CUST_04491
Teresa,Taylor,kevin39@example.com,+1-539-226-6919x76963,28.0,Constantine,2025-04-12,Standard,623.0,1154.31,CUST_04492
Vanessa,Edwards,lisa96@example.com,001-694-784-7167x569,33.0,Sétif,2023-10-13,Standard,654.0,16055.43,CUST_04493
Tiffany,Wright,missing,001-408-815-5064x03356,47.0,Blida,2024-11-24,Basic,529.0,1898.19,CUST_04494
Brandon,Gomez,stephanie51@example.com,001-795-472-2816x05960,31.0,Sétif,2024-03-16,Basic,623.0,13751.64,CUST_04495
Nicole,Garza,zarnold@example.org,+1-776-873-1481x247,31.0,Algiers,2023-11-02,Standard,568.0,6996.17,CUST_04496
Michele,Vazquez,fostermatthew@example.com,820.524.1905x362,38.0,Tlemcen,2025-03-24,Standard,652.0,15338.17,CUST_04497
John,Nguyen,xburke@example.net,362.256.6548,31.0,Oran,2025-03-23,Basic,631.0,6402.78,CUST_04498
Daniel,Williams,ischmidt@example.net,217-864-3996,19.0,Sidi Bel Abbès,2023-12-08,Standard,643.0,12979.29,CUST_04499
Joseph,Holt,andrew12@example.net,725.688.7132x287,34.0,Constantine,2024-10-26,Standard,648.0,2302.27,CUST_04500
Nancy,Johnson,randall41@example.net,(594)330-5044,45.0,Sidi Bel Abbès,2025-07-07,Standard,487.0,6230.28,CUST_04501
Molly,Bauer,castrojennifer@example.net,687.597.0415x7429,32.0,Constantine,2023-02-03,Standard,623.0,2538.92,CUST_04502
Teresa,Flowers,obarnes@example.net,(592)973-0739,31.0,Algiers,2025-10-27,Premium,599.0,7835.17,CUST_04503
Jason,Hansen,iolson@example.com,+1-999-400-9749x9375,55.0,Sidi Bel Abbès,2025-07-06,Standard,741.0,4005.34,CUST_04504
Jennifer,Brooks,jillianjames@example.com,3433448466,36.0,Sidi Bel Abbès,2025-04-13,Standard,743.0,166.29,CUST_04505
Christopher,Hernandez,whitejuan@example.org,001-781-932-0272,40.0,Batna,2023-05-12,Standard,662.0,8849.25,CUST_04506
Ricky,Thompson,kenneth31@example.com,(829)730-1179,54.0,Oran,2025-06-06,Premium,648.0,559.72,CUST_04507
Michael,Brown,missing,001-586-968-0015x6314,31.0,Sidi Bel Abbès,2022-12-02,Basic,717.0,19196.13,CUST_04508
Curtis,Robinson,jenniferhiggins@example.com,(435)285-2110x1799,40.0,Sidi Bel Abbès,2024-04-19,Standard,680.0,3270.5400000000004,CUST_04509
Michael,Burns,whitneyharrison@example.org,635.865.7329,31.0,Algiers,2023-03-25,Standard,689.0,15419.61,CUST_04510
Edward,Holder,missing,001-933-289-4726,57.0,Sidi Bel Abbès,2025-10-25,Basic,590.0,1135.47,CUST_04511
Jennifer,Osborne,ihanson@example.com,233.981.6975,45.0,Biskra,2023-07-20,Premium,668.0,5464.01,CUST_04512
Willie,Barnes,robin89@example.net,001-513-554-6652x28975,21.0,Tlemcen,2025-04-13,Basic,590.0,4939.45,CUST_04513
Kimberly,Hoffman,dbrown@example.org,869-882-9976x99714,18.0,Annaba,2025-10-17,Basic,675.0,3002.13,CUST_04514
Tonya,Ford,sharon55@example.com,4837484036,42.0,Batna,2023-09-17,Standard,839.0,3571.75,CUST_04515
Paige,Olson,amandageorge@example.org,001-326-789-8121,46.0,Biskra,2025-06-17,Standard,719.0,9897.94,CUST_04516
Mathew,Roth,meganwood@example.net,+1-565-209-5256,34.0,Biskra,2022-11-17,Premium,552.0,7869.16,CUST_04517
Rebecca,Johnson,johnsonpatricia@example.com,326-400-9103,44.0,Biskra,2023-01-01,Standard,568.0,24357.03,CUST_04518
Elizabeth,Thomas,missing,(522)369-6407x6386,26.0,Biskra,2024-01-24,Premium,740.0,9361.05,CUST_04519
Jeremy,Rogers,leon47@example.org,(907)280-5407x12989,38.0,Oran,2023-02-08,Basic,612.0,5719.85,CUST_04520
Jennifer,Thomas,summer87@example.org,545-703-3152,41.0,Constantine,2024-11-26,Basic,550.0,11329.88,CUST_04521
Mario,Malone,austinmccoy@example.org,(274)299-3919,21.0,Oran,2025-09-12,Standard,690.0,6137.929999999999,CUST_04522
David,Adams,maxwelllisa@example.com,(434)846-7795,35.0,Biskra,2025-05-10,Basic,697.0,6996.75,CUST_04523
Shelly,Everett,patelmary@example.com,215.642.3829x19698,29.0,Tlemcen,2025-06-21,Basic,579.0,7119.56,CUST_04524
susan,Larson,webbmadison@example.net,9156919770,49.0,Blida,2023-07-15,Basic,529.0,10434.55,CUST_04525
Crystal,Compton,gburton@example.org,273-789-1455,38.0,Sétif,2024-10-14,Standard,745.0,41414.88,CUST_04526
Kyle,Velazquez,allenramirez@example.com,228-259-5252x9242,20.0,Blida,2023-04-28,Basic,850.0,10998.69,CUST_04527
Dana,Patel,jesse99@example.org,678.307.7224,43.0,Blida,2025-02-22,Standard,634.0,7992.37,CUST_04528
Patricia,Lopez,tstone@example.net,759-430-5069x9875,30.0,Batna,2024-04-30,Standard,768.0,18196.51,CUST_04529
Gary,Mueller,kendracunningham@example.net,864.600.6964x6901,38.0,Blida,2024-11-10,Standard,654.0,3565.22,CUST_04530
Jennifer,Allison,missing,815-351-0517x7578,37.0,Constantine,2023-07-30,Standard,672.0,4078.37,CUST_04531
Nathan,Kline,kgray@example.com,+1-709-511-9632x362,29.0,Sidi Bel Abbès,2024-06-08,Standard,794.0,2978.97,CUST_04532
Jason,Walter,wilsonconnie@example.net,001-316-888-9780x3323,39.0,Blida,2024-07-30,Standard,600.0,4647.74,CUST_04533
Matthew,Morales,weissmary@example.org,780-930-7146x01099,39.0,Constantine,2023-08-31,Standard,632.0,25938.03,CUST_04534
Bryan,Miller,hinesstacey@example.com,001-830-331-0519x6814,37.0,Algiers,2024-03-13,Basic,850.0,5531.17,CUST_04535
Jennifer,Reyes,lisapreston@example.net,(463)414-2438,34.0,Blida,2025-01-05,Basic,606.0,2445.61,CUST_04536
Michelle,Andrews,daniel53@example.net,810-724-0975x2606,43.0,Blida,2025-01-29,Standard,561.0,0.0,CUST_04537
Jason,Gilmore,daniellewise@example.net,(437)274-0194x22852,18.0,Blida,2025-03-21,Standard,571.0,3766.46,CUST_04538
Jesus,Smith,hughesglenn@example.org,804-778-2773x45734,39.0,Constantine,2025-01-14,Standard,605.0,7285.44,CUST_04539
Timothy,Delgado,christine88@example.org,719-591-7737x66062,36.0,Sidi Bel Abbès,2024-05-03,Basic,495.0,8929.18,CUST_04540
